NO_COMP,IBM,DIFF,DIFF_IBM
0.00022003408348411765,3.083606696700343e-05,9.907431418370479e-05,3.604528652328724e-05
0.0003121021574703289,4.4697875444814524e-05,0.0001419786071984247,5.120952275938088e-05
0.0006209054616547001,6.333413198469155e-05,0.0002648595101455855,7.324295391492585e-05
0.0008799255632268294,8.703903578111947e-05,0.00037645822702113706,0.00010363776675174755
0.0017581153053501774,0.00012671928830169067,0.0007298329187495043,0.00014650239142211048
0.0024732509540129816,0.0001771564731471936,0.0010221318336459105,0.00020570258921609035
