,0,1,2,3,4,5,6,7,8
0,79.74,76.29525000000001,71.00050000000002,71.998,72.01575,71.74825000000001,72.863,73.17575,69.19075000000001
1,78.98,75.80550000000001,71.03,70.31525,70.69525000000002,71.0365,73.04575,72.95175,71.4315
2,76.49,74.4775,68.49100000000001,66.11275,66.8735,66.869,72.054,73.31875,71.24825
3,72.48,70.33575,59.55150000000001,54.834,55.93475000000001,56.21175000000001,66.87249999999999,70.9915,73.11325
4,65.94,66.01975,53.45174999999999,49.72375000000001,47.664,50.090999999999994,62.557249999999996,68.34,72.717
