,0,1,2,3,4,5,6,7,8
0,96.07,95.94375,95.70725,95.79275,95.90374999999999,95.7535,95.95825,95.7685,95.66749999999999
1,96.83,96.61775,96.34,96.6645,96.49549999999999,96.60650000000001,96.53,96.509,96.392
2,96.23,95.9855,95.659,95.81649999999999,95.94825,95.95325,95.90775,95.80749999999999,96.04275
3,94.1,93.70149999999998,93.66875,93.80375,93.76525,93.5435,93.92925,93.447,93.6765
4,95.16,95.027,94.68975,94.721,95.01025,94.805,94.76875,94.97274999999999,95.07975
