,0,1,2,3,4,5,6,7,8
0,76.38,72.31224999999999,70.47149999999999,69.9745,70.15575,69.56125,70.71875,69.13674999999999,67.15675000000002
1,78.11,74.12625,70.15575,70.05324999999999,71.25150000000001,71.62625,71.20599999999999,72.09675,69.55975
2,77.53,73.825,69.76199999999999,67.33200000000001,69.144,69.67525,70.548,71.9135,71.4915
3,48.11,43.392250000000004,36.54575,31.284000000000002,32.93125,36.23325,35.78475,47.239999999999995,61.110749999999996
4,13.68,12.67,11.66875,11.00175,11.139000000000001,11.6995,11.5905,13.997000000000003,22.860000000000003
