NO_COMP,IBM,DIFF,DIFF_IBM
0.00035273334820701366,5.4826895540333825e-05,5.0617417811805356e-05,4.415618316697317e-05
0.0004989921300016751,7.71207828843477e-05,7.124494755744476e-05,6.315846393726119e-05
0.0009945031909964455,0.00010996978285600732,0.0001186381432688414,8.98230139940959e-05
0.0014102390839230293,0.0001509715993530007,0.00016665160221896851,0.0001271077716245472
0.0028176257612852603,0.0002198180082501307,0.00028983378578291495,0.00017940875029832026
0.00395944269466916,0.0003076491712806737,0.0004106986128990544,0.00025277647940660596
